video_id,channel_title,channel_id,video_publish_date,video_title,video_view_count,video_like_count,video_dislike_count,video_comment_count
IngmDKJLpbA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-11T00:34:38.000Z,CNN's Obsession With Lying Is A Cry For Help,28368,763.0,22.0,166.0
MGUyM1BH6c8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T23:37:52.000Z,Zuckerberg Finally Tells The Truth On CNN,64403,2381.0,173.0,413.0
FUo-etJaJp8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T22:54:02.000Z,Emergency: Top Billionaires Ask Google / Facebook To Censor The Internet And Only Push MSM Lies,11982,441.0,14.0,56.0
pM5xXRDThFU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T19:57:04.000Z,Amazing! Facebook CEO Mark Zukerberg Drops Truth Bombs On CNN,61987,2273.0,100.0,411.0
q48Um15u1VQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T19:50:05.000Z,CNN Succumbs To Meme Warfare - Vol. IV,201465,7538.0,78.0,950.0
WBWCx61ab_g,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T19:03:10.000Z,New Low: CNN Claims G20 Riots Did Not Happen,15281,550.0,14.0,166.0
3fVnSxn51sA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T10:23:09.000Z,CNN Caught In Massive New Lie! Claims Violent Rioting At G20 Was Peaceful,24109,907.0,16.0,213.0
fc4AUpzZfdE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-10T05:52:34.000Z,"MSM Knows They've Already Collapsed: Everyone Hates Them, Now They're Just Being Disruptive",17561,795.0,11.0,83.0
tdT5lD4mvuU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-08T03:59:57.000Z,This Video Has 10 Million Views Exposing CNN Ratings Slump,76951,2385.0,52.0,447.0
LT7dggA9av0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-08T02:33:45.000Z,"CNN Caught In Giant, New Russia Lie",124406,2696.0,86.0,601.0
JRT18PcG-CE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-08T02:11:03.000Z,"CNN Is Literally The Most Hated, Untrustworthy Organization On The Planet, ISIS Is More Popular",19745,763.0,25.0,158.0
4IBOOMmTNw0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-07T23:56:04.000Z,CNN Gets Pummeled: Great CNN Meme War Entries Vol 3,375035,10859.0,198.0,1271.0
4nPxFxIMCjY,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-07T23:34:49.000Z,Old Man Punches Out Weaselly CNN Reporter,139609,4460.0,72.0,716.0
XKRYEu5fnzk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-07T19:55:08.000Z,CNN: Narcisist Vampire Society,12513,425.0,13.0,53.0
hEWFKYTytMU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-07T17:17:05.000Z,"CNN Officially Declared Dead, Suicide Declared Cause By Coroner",50792,2302.0,62.0,627.0
JYW2ViNBdC8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-07T00:14:13.000Z,Devastating: Trump Responds To The Great CNN Meme War!,485607,15967.0,253.0,1715.0
TrjpE4eEwCo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T23:29:24.000Z,Wisdom Muses The Youth Away From MSMs Grave,11432,392.0,7.0,78.0
Lwk3c3_jg1c,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T23:20:04.000Z,CNN Creates Fake News To Explain Trump Popularity,34203,1018.0,26.0,282.0
NyBK7zSNyFM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T23:05:13.000Z,Did Chris Cuomo Admit That CNN Broke The Law?,15677,569.0,11.0,136.0
FcqSfhahJGs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T22:59:38.000Z,CNN's Cuomo Laughs About Blackmail,10905,401.0,8.0,89.0
od6wLZHE2H8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-07T01:00:03.000Z,Busted: CNN Promotes Celebrity Deathmatch,24448,876.0,29.0,123.0
bilbqFAbMzo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T22:27:34.000Z,TRUMP VS CNN Arcade Game,21451,962.0,7.0,113.0
3uI3L9ZF4_I,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T19:11:58.000Z,New Trump Defeats CNN Meme Has The Network Pissed,53660,2989.0,19.0,352.0
4kFR6h4zHfI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T18:34:27.000Z,Donald Trump: CNN Destroyed Themselves,20295,957.0,16.0,178.0
MD0Whv_z9Mk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T17:45:54.000Z,CNN's Attempt To Dictate Social Media Kicks Off Meme War,32838,1075.0,32.0,353.0
mLGohKW21tI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T01:02:25.000Z,The Great CNN Meme War Has Begun! Best Of CNN Dank Memes Vol 1,230093,10514.0,123.0,1391.0
4wjoswFjyzA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T01:23:47.000Z,CNN Blackmail Scandal: What They Are Not Telling You,125808,4471.0,97.0,719.0
VEABkms5kDk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T00:35:32.000Z,CNN’s Blackmail Scandal Is A New Low For Journalism,21507,785.0,23.0,124.0
4gxXfXu3EO0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-06T01:11:04.000Z,"Watch LIVE: The Great Meme War Begins, MSM In Panic",54138,1397.0,71.0,262.0
yvIsus9Lcug,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-05T23:05:57.000Z,MSM Has Intensified Their Lying,9392,286.0,23.0,46.0
dd4OwhsojwQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-05T22:57:07.000Z,Lee Ann McAdoo: CNN’s Persecution Of Meme Maker Like North Korea,24774,801.0,27.0,338.0
I1af33RFahw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-05T22:15:38.000Z,CNN Sets Itself On Fire / The Great Meme Wars Have Begun,78135,2699.0,43.0,618.0
OdO9NeUpSbI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-05T22:49:41.000Z,Full Show - CNN Bullying Blows Up In Their Face / Fake News Network Panics - 07/05/2017,20089,432.0,15.0,112.0
eH5Bcv0YscU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-03T23:26:10.000Z,"MSM Double Standard: CNN Pushes Trump Assassination, Cries When Trump Fights Back",12698,354.0,8.0,106.0
FfM3xaUT-64,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-03T20:41:16.000Z,Desperate MSM Attacks Alex Jones For Selling Coffee,7190,241.0,26.0,136.0
U70tIF-CnYM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-03T18:46:10.000Z,Alex Jones Exposes MSM Mars Slave Colony Hoax,31283,810.0,116.0,358.0
xnIooQ-x620,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-03T18:08:06.000Z,"CNN Calls For Trump's Death, Then Calls For Trump's Impeachment",49218,1472.0,62.0,473.0
hMzHLDeobw8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-03T17:09:44.000Z,Frogs And Fish Are Becoming Gay! MSM Forced To Admit Alex Jones Was Right 22 Years Ago,31151,1164.0,71.0,336.0
bpCnc6mmS0I,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-03T11:43:30.000Z,Trump Body Slams CNN! 7/2/17 Full Show,30382,1102.0,35.0,195.0
T6qkfrVMwLQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T23:05:55.000Z,The Public Has More Power Over Policies Than The MSM,21677,693.0,11.0,219.0
FdIvCIDzzH4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T22:38:35.000Z,American Public Watches Political Tennis Match Between MSM And Trump's Twitter,15964,493.0,23.0,180.0
Ea6PuT4rWjI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T21:48:10.000Z,"Announcing The ""CNN is Fake News"" Contest!",16052,592.0,12.0,65.0
iAueNHO8APo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T23:03:23.000Z,Full Show - CNN Lays Groundwork For False Flag/ Project Veritas Strikes Again 06/30/2017,27299,667.0,31.0,197.0
pDKMk8GEjIc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T22:19:28.000Z,BREAKING! MSNBC Whistleblower: Jared Kushner Threatened Morning Joe,114783,2271.0,119.0,401.0
wwxRNl2AhWw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T21:59:01.000Z,Project Veritas Exposes CNN's Master Deceptive Selective Editing Techniques,21324,747.0,17.0,117.0
LVrK6N7VsRo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T17:38:57.000Z,Infowars Is Forcing MSM To Cover Real Things/Human Organs Grown Inside Animal Hybrids,10510,374.0,13.0,60.0
Zzzw6aQ2SdM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T17:27:04.000Z,MSM Attacks Against Alex Jones Have Only Boosted Infowars Store Sales,8152,411.0,25.0,71.0
SkehK36W72A,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T16:30:13.000Z,"CNN Producer Says ""Voters Are Stupid As Shit"" In New Project Veritas Video",27539,808.0,11.0,207.0
K67CqYen1aQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-30T08:42:24.000Z,Is CNN Planning False Flags To Blame Trump?,59514,1983.0,89.0,608.0
CNKc2v_Apb0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-29T23:41:01.000Z,"CNN Is A Desperate Facade, MSM Faces Its Last Stand",5964,221.0,12.0,24.0
EAs2UJE70Ek,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-29T23:33:20.000Z,CNN Is Terrified Of This Viral Video,98549,4587.0,63.0,367.0
19PqdjWYYZs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-29T19:23:43.000Z,CNN's Cuomo: It's Not Illegal If The Media Does It,13805,620.0,12.0,116.0
sVv4bs3YKKw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-29T19:08:29.000Z,CNN Begs The Public To Stop Using The Term Fake News,152574,4882.0,157.0,1789.0
PWlktYP2wlM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-29T09:30:00.000Z,CNN's Death Spiral,39836,1923.0,41.0,366.0
LQ8vP0QenTc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-29T00:28:13.000Z,CNN Crybabies Show How Out Of Touch They Are With Real Americans,11301,313.0,19.0,67.0
_Egi0iiEw5E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T22:29:05.000Z,Competition Sunk MSM Not Russia,7243,250.0,11.0,33.0
J5yryuhJnvQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T19:07:48.000Z,CNN Admits They Lied To Viewers About Trump Russia-Gate,28256,886.0,25.0,160.0
KCp-Y0aL9Uo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T18:32:26.000Z,Breaking: Van Jones Confirms CNN Is Fake News!,38463,1601.0,42.0,198.0
n3pBJYNhblw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T17:31:07.000Z,Roger Stone Talks About Death Of CNN/Coroners Report,17353,647.0,11.0,100.0
OTu8T-UKNsI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T17:09:47.000Z,"The Trance Is Broken: As The Very Fake MSM Collapses, Humanity Rises",22784,967.0,17.0,245.0
sDTJ2aXgEtA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T20:26:28.000Z,The Alex Jones Show 6-28-2017 Watch Live: The Collapse Of CNN Heralds The End Of MSM,94064,2669.0,153.0,186.0
IBEiiDHac7Q,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T09:00:01.000Z,Washington Post Defecates On Barack Obama,46247,1461.0,60.0,440.0
Y7nmtWWXOiw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T01:06:52.000Z,Watch LIVE: CNN Caught Lying To The People,52859,1535.0,68.0,242.0
itPBsP3G5xs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T02:25:30.000Z,Full Show - CNN Admits They Fabricated Russian Narrative To Boost Ratings - 06/27/2017,24232,774.0,40.0,190.0
dzU7U-gawhs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-28T01:00:02.000Z,CNN's Trail Of Lies,16528,730.0,15.0,103.0
JKOk8l8Rfac,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-27T18:32:22.000Z,CNN Admits They Lied To The People,16710,696.0,6.0,116.0
vUnCV8rCobY,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-27T17:47:52.000Z,Alex Jones Exposes The Death Of The Mainstream Media,42377,1371.0,50.0,227.0
l-RWIFEEBt4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-27T16:49:48.000Z,Undercover James O'Keefe Video Proves Russia Narrative Is Just For CNN Ratings,29676,1060.0,26.0,166.0
MgvOax7zMjs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-27T20:20:52.000Z,BREAKING: CNN Led Us To The Brink Of Nuclear War With Russia Over Ratings,108194,3010.0,181.0,180.0
h9PLojQmTPo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-26T03:46:56.000Z,CNN Admits They Are Fake News,72384,1839.0,83.0,338.0
s8dO08CGzwI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-23T11:30:00.000Z,The REAL Election Hack That MSM Won’t Cover,19131,506.0,7.0,59.0
I2YbpeDxefg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-22T23:32:48.000Z,CNN Has Only Stepped Up Their Propaganda Programming Since The First Gulf War,13010,477.0,10.0,76.0
-TZ0PSgD_bc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-22T23:30:49.000Z,Full Show - Sean Hannity Is The Most Courageous Member Of The Mainstream Media  - 06/22/2017,22379,686.0,35.0,159.0
VkX6g0usFa0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-21T23:56:32.000Z,Alex Jones Trolls The MSM,34095,1934.0,33.0,285.0
xJglo6aLHqk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-21T00:59:21.000Z,MSM Implicitly Condones Violent Rhetoric Of Extreme Leftists,4968,236.0,8.0,79.0
og5Ti0aZjUg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-19T21:50:37.000Z,MSNBC Host Calls For ISIS To Attack Trump,30567,996.0,65.0,310.0
dLDKQbG6oM0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-19T18:45:17.000Z,"Alex Jones, Joe Rogan, And The New Media Are Killing MSM",27782,825.0,45.0,180.0
mjmRGBj2UME,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-19T07:01:12.000Z,Exclusive Analysis On The MSM Sinking Ship,15996,744.0,13.0,116.0
HrKilrLx1aQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-16T16:41:08.000Z,MSM Goes Into Total Meltdown Fearing The Rise Of Alex Jones,53214,1237.0,24.0,284.0
wVURUGR4iXw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-16T13:00:04.000Z,"MSM Obfuscation, NOT Obstruction By Trump",8559,291.0,23.0,73.0
1mEjcQEsoUk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-16T01:06:15.000Z,Infowars Nightly News LIVE: MSM Tries To Shift Away From Killers For Bernie,53490,1384.0,63.0,221.0
UzDHS6I-Bns,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-16T05:27:21.000Z,"Full Show - MSM Doubles Down, Continues Attacks on Trump and Alex Jones - 06/15/2017",20945,712.0,36.0,250.0
EyK13nfdvyI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-15T21:42:55.000Z,MSM Has Sold Its Soul To Destroy Humanity,35866,1082.0,60.0,321.0
efFK5sJPWBk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-15T19:46:28.000Z,New York Times Provided Key Intel To Target Congressional Baseball Game,14357,489.0,10.0,96.0
MCJ4KuWtMTA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-15T18:54:52.000Z,MSM Calls For Alex Jones To Be Banned From The Airwaves Soviet-Style,20531,846.0,30.0,171.0
zb1wLb5Dgr8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-15T18:51:50.000Z,MSM Declares Alex Jones Enemy #1 As Trump Battles To Stop The Economic Implosion,20720,723.0,31.0,175.0
vzDXJ2T93aY,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-15T18:00:30.000Z,"MSM Celebrates Congressional Shooting, Prepares Open Civil War To Destroy America",33214,1317.0,53.0,435.0
Tr3sqD0-YtU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-14T19:38:33.000Z,Watch LIVE: CNN Allows Justification For Violence Against Republicans,65850,1713.0,80.0,364.0
VnqypMueDJg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-14T18:10:14.000Z,"CNN Defends Shooter, ""He Wasn't Evil, He Was Just Tired Of Politics""",119524,2556.0,125.0,934.0
KWvF5qebkMU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-14T17:34:53.000Z,MSM Directs Democrats To Carry Out Terror Attacks,14451,492.0,18.0,149.0
JyFUE1OwSZE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-14T05:30:10.000Z,Full Show - The American People Face the Greatest Propaganda Assault in History - 06/13/2017,25565,587.0,44.0,211.0
UvisGdWzVDM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-13T22:40:47.000Z,Psychiatrist Talks About Why Megyn Kelly And MSM Hate Alex Jones So Much,44878,1431.0,39.0,242.0
OQEdMOpkVWU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-13T20:12:54.000Z,Hilarious! CNN Admits The Public Doesn’t Trust Them As MSNBC Is Caught Again Staging Fake Interviews,81685,2589.0,57.0,362.0
eY598RZNx7E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-13T19:55:23.000Z,Breaking: MSM Caught Staging Fake Interviews Again / Distract Attention By Attacking Alex Jones,18283,772.0,15.0,128.0
7rNRwE3NYjI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-13T17:03:17.000Z,MSM In Meltdown Over Megyn Kelly Interview,86149,2361.0,91.0,368.0
9VdxokkbdJk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-13T00:10:15.000Z,How Many Times Has Comey Lied To Congress?,10867,358.0,30.0,99.0
0bSUf_bv73Q,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-12T21:48:49.000Z,CNN’s Fareed Zakaria Praises Trump Assassination Play,16203,433.0,23.0,220.0
RikTHdEXQT4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-12T19:12:57.000Z,Shocker: MSM Admits They Are Lying About Trump,10015,317.0,16.0,44.0
S5zgd6EJjsA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-12T05:03:48.000Z,Jack Posobiec: The MSM Dictatorship Is Over,18070,754.0,13.0,108.0
PbUYkBRF2uM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-09T23:04:27.000Z,James Comey Testimony Proves CNN and New York Times Are Fake News,25974,911.0,33.0,139.0
P4UTWI36kC0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-10T01:00:02.000Z,Anti-Sharia LAW March Spun By Propaganda,26614,1328.0,49.0,424.0
fdHmaPSI4Vg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-09T18:43:58.000Z,Even The MSM Turns On James Comey,54632,1570.0,49.0,347.0
X_1ShjHSOlk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-09T00:10:05.000Z,The MSM Can't Stop Talking About This Man,19355,1003.0,21.0,126.0
1GJ5pdz76DQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-08T21:50:47.000Z,James Comey Details How He Leaked To The NY Times,8503,285.0,11.0,72.0
qfdmoYVpim8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-08T20:53:18.000Z,MSM In Full Spin Mode Over Comey Hearing,91949,2055.0,51.0,380.0
vGMrAax2mbQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-08T18:16:10.000Z,#FAKENEWS! Senate Hearing Finds NY Times Prints Fake News,7727,196.0,4.0,12.0
upSDT19FU74,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-07T12:30:01.000Z,Consensus: CNN Is Fake News,62993,2590.0,73.0,572.0
ch-98dt0_PM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-06T16:33:28.000Z,CNN IS ISIS,18497,608.0,38.0,130.0
fwMz0di31Xc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-05T22:45:45.000Z,MSM Funded By Drug Companies Pushing Poison On America,9814,465.0,15.0,65.0
MJeM5BoNAms,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-05T19:22:35.000Z,"Man Who Caught CNN Staging Fake News Talks To Infowars, And The Story Gets Crazier",72610,2527.0,57.0,527.0
AZFWrPc8ftM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-05T20:33:48.000Z,CNN Caught Red Handed Staging Fake News 06/05/2017,112783,2977.0,194.0,189.0
EoORDRkXdC8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-05T05:45:00.000Z,CNN Caught Staging Fake News Scene At London Bridge Terror Attack,80666,2629.0,116.0,570.0
jcdrUQyWTzk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-04T20:55:49.000Z,MSM on Terrorist: He Was Such a Nice Guy,14583,567.0,22.0,141.0
7C1rO6P38z8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-04T20:38:10.000Z,How To Speak Globalist: Their Propaganda Explained,22444,818.0,32.0,145.0
y9uPM_mVDqU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-04T17:06:57.000Z,CNN Admits Chemtrails Exist,115520,2956.0,235.0,951.0
166XV7iOBps,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-04T00:52:54.000Z,CNN Is ISIS? Bilderberg Is ISIS,64600,2825.0,96.0,695.0
muo6hCI4aLs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-03T17:40:16.000Z,CNN IS ISIS!,23080,792.0,61.0,130.0
ax0vwYERRAc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-03T00:43:01.000Z,10K To The First Person To Get MSM Is Fake News On Live Television,14574,637.0,15.0,149.0
dlCViXuPTe0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-02T16:12:34.000Z,Proof Public Education is Globalist Propaganda - Bilderberg 2017,170584,4600.0,318.0,2464.0
_0obBmKAVdk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-06-01T00:01:16.000Z,Kathy Griffin Terminated From Role At CNN,22522,1117.0,36.0,274.0
1ET9gGtTyEk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-31T23:09:29.000Z,"Full Show - Alex Jones Launches 200K Contest To Expose Terroristic, Bullying MSM - 05-31-2017",29233,913.0,34.0,365.0
3uptONLyurU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-31T17:52:27.000Z,Hollywood Caught Making ISIS Propaganda / Kathy Griffin,26178,695.0,57.0,152.0
Fqub05ezsvA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-24T23:53:12.000Z,Polling Reveals MSM Is Failing In Thier Trump Takedown,15587,594.0,38.0,181.0
w53jj0Ijlng,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-24T17:28:48.000Z,Echo Chamber Of MSM Leads To Mental Madness Of The Left,6635,316.0,14.0,57.0
5jU8UtYSO6U,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-24T17:20:32.000Z,CNN Blames Right Wing For Manchester Suicide Bombing,13929,486.0,23.0,160.0
FRp0XoR3u9o,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-24T16:27:04.000Z,Trump Poll Roller Coaster: What Would Donald Trump's Approval Rating Be Without MSM Fake News?,3671,123.0,25.0,44.0
qfsu2frxr-Q,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-24T14:00:04.000Z,Lynching Sheriff Clarke: CNN Grammar Nazis Go After His Thesis,29614,1144.0,42.0,284.0
pMvNs4tp6vs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-22T21:54:32.000Z,Roger Stone: Trump Receiving Award Used As Propaganda In Arab World,19314,411.0,91.0,293.0
K-U6gkgJtH0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-22T18:48:30.000Z,MSM Wants To Ignore Bilderberg And Pretend It Doesn't Exist,12170,361.0,19.0,67.0
bTvmbTWpoe0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-19T22:55:12.000Z,"VIDEO: CIA Analyst Destroys MSM, Democrat & Deep State Attacks On Trump",28921,1001.0,37.0,207.0
pKrynwwvI8Q,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-19T18:03:10.000Z,Former CIA Analyst Destroys Comey Memo Propaganda,21241,858.0,35.0,220.0
LzCw_AOPdBo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-18T22:49:14.000Z,American MSM Worse Than Old Soviet Media,17433,642.0,29.0,146.0
I0-_GvBZG6I,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-17T11:30:01.000Z,Washington Post Leads The Way In Pure Deception,11268,496.0,31.0,114.0
4GvCh1gpgGE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-05-17T01:15:48.000Z,MSM Covers Up Murder of DNC Staffer Seth Rich,26970,1158.0,33.0,216.0
