video_id,channel_title,channel_id,video_publish_date,video_title,video_view_count,video_like_count,video_dislike_count,video_comment_count
t5fTeITcVaQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-20T01:30:00.000Z,Disgusting: MSM Pushing Anti-Trump Coup,24142,1131.0,47.0,312.0
EtIhWjAUB_E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-19T13:06:15.000Z,MSM Covers It Up While Infowars Breaks It,6555,315.0,8.0,49.0
SlpZMxY0qkc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-19T07:49:45.000Z,MSM Covers It Up While Infowars Breaks It,5957,346.0,14.0,25.0
6aqKVkXl1oM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-14T16:02:04.000Z,CNN’s Jim Acosta Gets Shut Down by Sarah Huckabee Sanders AGAIN,23483,1139.0,25.0,173.0
-Vx8K9MZEL4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-13T02:25:10.000Z,"New York Times Writes Hit Piece On Trump, Accidentally Makes Him Look Badass",19772,906.0,29.0,118.0
2dZ3gwb7be0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-13T00:50:02.000Z,Unhinged CNN Reporter Assaults Journalist,32605,1611.0,70.0,292.0
8d85qle6Cc8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-12T20:35:01.000Z,Dying MSM Rehashes Trump Accusers After Setting The Table With Democrat Sexual Predators,13440,681.0,17.0,242.0
biqGGMuFeDQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-11T04:00:00.000Z,TRUMP KEEPS HIS CAMPAIGN PROMISES AS MSM IS OUTRAGED,23342,1009.0,30.0,175.0
Ps_BLRK_D9Y,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-09T22:08:01.000Z,3 Giant Lies That Threaten To Sink The MSM!,47584,2547.0,74.0,398.0
2QglkadMPZU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-09T01:03:57.000Z,Another Fake News Fail By CNN,31779,1242.0,26.0,238.0
VmtB0Vh3Gic,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-08T22:12:28.000Z,CNN Caught Again: Runs Fake Story About Trump/Russia,13679,671.0,22.0,119.0
5Tx0AVWpacA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-07T20:20:26.000Z,Must-See: CNN Admits That Donald Trump Is Keeping His Promises,26103,1305.0,34.0,230.0
WO5UqUx0yAM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-03T21:30:20.000Z,NY Times Glorifies Antifa Terrorists,22549,1391.0,26.0,416.0
Z7Dp7d2cwC0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-02T20:03:55.000Z,EXCLUSIVE! History Of Project Veritas MSM Doesn't Want You To See,47677,2106.0,41.0,352.0
ReSwG5h4V5Q,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-01T23:13:11.000Z,Latest Project Veritas Video Buries The Washington Post,16983,725.0,21.0,125.0
6qZGNvZjsNk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-12-01T02:30:00.000Z,MSM Sells Out Its Own To Attack Trump,17722,615.0,32.0,140.0
bFsWKg7ol3M,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-30T20:10:02.000Z,BREAKING: Mainstream Media Finally Covers Blacks Engaged In Vicious Racial Attacks On Whites,13524,772.0,21.0,263.0
JcACNgzHFsM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-29T21:34:22.000Z,Washington Post EXPOSED As CIA Asset,10610,431.0,15.0,93.0
TvT7FoxGXrE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-28T17:55:18.000Z,"New York Times Tries To Tie Putin To Trump, ""Russia Owns Trump""",7933,360.0,11.0,109.0
BDZToXYvuHA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-28T02:39:59.000Z,"CNN Begs To Ban ""Fake News"" Label",34489,2138.0,31.0,434.0
eG7mAl9Pdgg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-27T09:49:19.000Z,MSNBC PROPAGANDIST SAYS TO ARREST ALL CONSERVATIVES: 11/26/17 FULL SHOW,22921,693.0,36.0,216.0
FMn1BX6zjbE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-27T04:30:00.000Z,VIDEO: MSNBC PROPAGANDIST SAYS TO ARREST ALL CONSERVATIVES,25496,1156.0,31.0,400.0
23BnYQEIfpM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-27T03:00:00.000Z,CNN COVERS FOR MUSLIM ABUSE OF WOMEN,17883,1208.0,28.0,214.0
6A86sBjWwgk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-27T02:30:00.000Z,SHOCKER! CNN SAYS ISLAMIC NATIONS DON’T ABUSE WOMEN,19170,1148.0,36.0,160.0
OVe_my1wZuc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-27T02:00:00.000Z,MSM ATTACKS TRUMP’S GREATEST STRENGTH: HE TELLS THE TRUTH,28527,1615.0,35.0,330.0
Yoi0xGew594,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-15T23:10:18.000Z,Washington Post Caught Smearing Poland With Fake Picture,20840,1389.0,25.0,248.0
6BWTwrPx07E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-15T22:42:10.000Z,CNN Goes After Moore But Covered Up for Liberal Democrats,4660,197.0,7.0,73.0
ul_On_2oVmA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-15T20:30:04.000Z,Washington Post: Drudge & InfoWars Are Russian Propaganda,3537,196.0,3.0,55.0
AFK5jWRx-3E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-14T20:26:55.000Z,CNN Whitewashes Slave Block Auction In Libya,77320,1146.0,168.0,440.0
GYg6OGpPyjA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-13T20:06:59.000Z,WaPo Deceptively Accuses Drudge Of Being A Russian Agent,7102,289.0,4.0,55.0
Bx_32PouCDE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-08T23:49:11.000Z,MSM Ignores Donna Brazile's BOMBSHELL Book: Complete Confirmation Of Clinton Crimes,9368,356.0,13.0,84.0
M8_MRxalSZk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-08T19:30:01.000Z,MSM Still Using Fake Polls To Lie About Trump,7342,410.0,17.0,138.0
21c9hsLZngE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-08T00:30:01.000Z,"MSM Ignores REAL Hero, Celebrities Mock Prayer",15889,833.0,19.0,319.0
8JKhGnixeSM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-06T20:43:28.000Z,BUSTED! CNN Caught Lying About Trump Feeding Koi Fish,33644,1334.0,62.0,262.0
ogYGQ8JSKdg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-03T18:03:46.000Z,Must Watch Report: MSM Desperate To Cover Up ANTIFA's Plans For A Violent Uprising November 4th,66339,1868.0,53.0,658.0
Z960xG-VCZs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-11-02T20:07:50.000Z,CNN: The Least Trusted Name In News,9094,589.0,17.0,174.0
ku4YwXDkUw8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-30T01:30:32.000Z,BREAKING: BUZZFEED ONLY HIRES LOW TESTOSTERONE MEN TO CREATE A CUCK ZONE,43005,1456.0,81.0,349.0
6Jp66YsxuDU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-28T00:06:20.000Z,CNN Article Proves No Trump Russia Collusion,18589,440.0,18.0,167.0
-y5eu0YjXx8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-26T23:30:00.000Z,Fake Peegate Dossier: The Final Nail In MSM And Hillary Clinton's Coffin,14297,745.0,16.0,173.0
pKbVHZ1Dwo4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-26T17:10:20.000Z,The Establishment Has Now Officially Collapsed / Nothing Is More Uncool Than MSM / NFL / Hollywood,42311,2041.0,29.0,428.0
B2vSzCKm33g,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-25T06:18:48.000Z,Infowars Storms CNN Fake News Headquarters With Roger Stone,74367,3894.0,110.0,734.0
RRJrSktbkr4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-25T01:22:13.000Z,Roger Stone Prepares For MSM Interrogation,8713,443.0,8.0,80.0
zuuROa1qj74,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-24T22:51:09.000Z,12 Year Old Trump Supporter Completely Destroys The Mainstream Media,23334,1706.0,42.0,550.0
NDyoS-qiWIU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-24T19:31:17.000Z,CONFIRMED: MSM Works With Google To Censor Conservative / Nationalist Views,6514,426.0,11.0,99.0
DwGncUPBBCs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-23T21:18:07.000Z,Only Morons Believe MSM’s Fake News,12780,805.0,30.0,190.0
p9tDzeWnoHg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-23T23:00:02.000Z,CNN Caught Covering Up Uranium One Story,36040,1798.0,30.0,310.0
fnewSItzWL4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-22T22:00:13.000Z,"""Anti-Fascist"" Hope Not Hate Is Nothing More Than Another Leftist Propaganda Arm",19056,1087.0,36.0,310.0
2oRO0N19xLA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-21T01:06:34.000Z,Full Show - FINALLY! MSM Forced To Admit Massive Hollywood Pedophile Scandal Cover-Up Now Collapsing,56905,1394.0,59.0,435.0
Eh_svkmkKgE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-20T18:14:28.000Z,The MSM Obsession With Alex Jones,30605,1466.0,35.0,191.0
NvtSGYtEiKo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-17T18:58:22.000Z,"BBC Pushing Insane, Racist Propaganda",32978,2050.0,71.0,1366.0
P6A0lVY9Fno,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-12T18:12:28.000Z,CNN Caught In Major Scandal! Fake News Organization Caught Defending Top Nazi,15220,1002.0,30.0,336.0
Sj2zzyLTGhk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-11T22:07:32.000Z,"CNN Achieves Ultimate Fake News Status, Claims George Soros Was Not A Nazi Collaborator",80991,1476.0,46.0,428.0
972Hmatr6VA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-11T19:51:35.000Z,"Breaking: MSM Admits Official Vegas Story Not True, Cover-Up In Progress",33960,1244.0,50.0,376.0
t5gKv0ADLHQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-10T21:04:12.000Z,Puerto Rican Infowarrior Destroys MSM Narrative,19988,533.0,10.0,89.0
2XcL0techT4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-05T17:53:56.000Z,MSM Lies Exposed: Las Vegas Shooting Narrative Collapsing,72793,2956.0,100.0,968.0
sx1vfbwvBKA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-05T02:22:15.000Z,Full Show - MSM Narrative About Las Vegas Shooting Collapses - 10/04/2017,42324,923.0,68.0,513.0
ijKGnHRV9ng,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-03T17:33:52.000Z,Leftist MSM Blames Conservatives For Puerto Rico & Las Vegas Shooting,25202,531.0,68.0,213.0
Zezj3EEl29Q,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-10-03T00:00:00.000Z,Mainstream Media Tries To Silence Conservative News In Wake Of Las Vegas Attack,14973,428.0,41.0,130.0
ER4jeAju_10,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-30T01:00:00.000Z,MSM Now Blaming Russian Agents For Creating Facebook Blacktivist Pages To Incite Race War,9560,278.0,17.0,98.0
S8QMWO36x38,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-27T19:33:24.000Z,Americans Sick Of MSM Propaganda,11606,637.0,12.0,182.0
RZA_mJzqdA0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-27T01:00:00.000Z,Trump Basically Said The N-Word Claims MSNBC Guest,9754,404.0,20.0,159.0
1urrpOmBfoo,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-26T18:20:33.000Z,"Comedy Central's 'The Opposition' Is Disgusting, Globalist Propaganda",18627,601.0,196.0,261.0
H0baN7gd9fc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-26T00:19:45.000Z,CNN Has Blood On Its Hands After Gruesome Church Shooting,31958,2478.0,67.0,442.0
-_418boWNmE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-25T17:40:50.000Z,MSM / NFL Fueling Racial Division Which Led To Nashville Church Shooting,19133,942.0,40.0,337.0
-ziXVZuNzEI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-21T21:47:24.000Z,"Failing Jimmy Kimmel Threatens Violence, Pushes Propaganda",30661,1092.0,95.0,421.0
cApAYpro_Lk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-21T20:06:15.000Z,Is Media Matters Russian Propaganda?,8338,501.0,14.0,126.0
Qpi4X4mP54E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-21T19:33:38.000Z,CNN And Deep State Forced To Admit Trump Was Wiretapped,34437,1350.0,28.0,347.0
F3s1cFZM8fg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-21T18:52:54.000Z,INSANE VIDEO: MSM Claims America First Is Russian Propaganda,21341,932.0,21.0,306.0
1Fb9-NMrXcQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-21T01:49:19.000Z,MSNBC Lawrence O'donnell Freaks Out On Trumps UN Speech,42756,1510.0,65.0,460.0
Icxy1bdaPdU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-20T23:30:00.000Z,This Video Is Destroying The Racist MSM Narrative,25046,1745.0,24.0,334.0
4MvR7xGQZBU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-19T23:36:06.000Z,CNN Finally Admits Fluoride In The Water Causes Brain Damage In Babies,11978,641.0,19.0,173.0
zcg9novJG6c,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-19T22:55:56.000Z,Coverup Of Trump Wiretapping Blows Up The Face Of CNN / NYT!,10137,358.0,10.0,63.0
DcCZWlEBQxU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-19T18:19:20.000Z,BOMBSHELL! MSM Cover-Up Of Trump Wiretapping Implodes,20047,1060.0,17.0,197.0
qe8znLsx828,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-14T21:14:14.000Z,Scientist Debunks & Outsells Al Gore’s Propaganda,12658,693.0,24.0,166.0
DOWBZNnT3UE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-14T17:52:02.000Z,MSM Pushing Lie That Trump Sold Out America On DACA,17105,590.0,112.0,266.0
Mkf0qIAgnNU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-13T21:54:57.000Z,MSM Bemoans: Hurricane Coverage Taking Away From Trump Russia Collusion / Race-baiting Stories,7853,274.0,15.0,52.0
U6QgG-V5JBQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-12T17:15:26.000Z,See The Video: MSM Says It's Racist To Show Black Looters Rampaging Across Caribbean/Florida,22735,891.0,27.0,476.0
5Sbtb7MGMGI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-11T22:19:26.000Z,What MSM Won't Tell You About Building 7,40041,1362.0,72.0,536.0
_t00-V5b-mk,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-07T20:00:41.000Z,Thousands Sue CNN For Discriminating Against Christians and Conservatives,135650,4407.0,84.0,1123.0
qutZPn3V_SM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-05T22:14:37.000Z,MSNBC's Morning Joe Mocks President Trump Helping Hurricane Relief Efforts,17618,722.0,22.0,337.0
lESNdr_cjHs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-09-01T21:01:56.000Z,Dr. Who Pushes SJW Propaganda,20063,826.0,45.0,367.0
JV-tbj79J5k,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-31T16:25:58.000Z,MSM Scum Try To Sabotage Hurricane Harvey Relief Efforts,38823,1457.0,36.0,414.0
CzhEglJeVoM,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-30T19:02:40.000Z,Sickening: CNN / NYT Call For Gov. Abbott To Resign,9987,356.0,15.0,113.0
C2EiqhLtK5g,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-30T14:54:14.000Z,VIDEO: Hurricane Survivor Rips CNN on Disaster Coverage,51808,1979.0,55.0,520.0
rymwpK_hpiU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-25T21:24:19.000Z,MSM Unfit To Report The News,7195,371.0,9.0,75.0
49l44RThmZQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-24T23:29:40.000Z,The MSM Are Psychotic Children Cheerfully Digging Their Own Graves,14250,666.0,21.0,166.0
4v1SJj7LsF0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-24T19:31:28.000Z,CNN: Everyone Who Voted For Donald Trump Are Racists By Default,16034,630.0,30.0,319.0
Dcr7ey3s288,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-24T19:20:19.000Z,Roger Stone: CNN's Jeff Zucker Will Be Out Of Work Shortly,22655,799.0,14.0,116.0
N3xeUBxO_Qs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-24T01:05:49.000Z,Owen Shroyer Destroys CNN's Don Lemon's Arizona Trump Rally Analysis,34097,1270.0,60.0,496.0
tKna7aY9LM0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-23T22:31:33.000Z,CNN Caught Inciting Civil War,24530,1144.0,29.0,486.0
_71DstR4HeA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-22T21:25:08.000Z,MSNBC's Trash Man Attack On Trump Blows Up In Their Face,41116,1628.0,38.0,439.0
Kd-MwbTQd2c,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-21T21:42:01.000Z,"MSM Uses Jack Posobiec's Navy Intelligence Officer Position To Smear Him As A ""Right-Winger""",6736,307.0,11.0,37.0
OkyVUUNZ_rI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-21T08:04:20.000Z,Newswars Network Launched To Counter MSM Fake News,9441,428.0,22.0,66.0
oZuGJohVph4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-18T20:31:44.000Z,Shocking: MSNBC Promotes ANTIFA Violence Against Conservatives,20765,555.0,33.0,255.0
VIb8RPupSeE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-17T19:56:09.000Z,Will The MSM Bullying Break The American People?,9623,449.0,19.0,149.0
iQ5J7ixI89A,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-17T18:26:09.000Z,MSM Pushes Hoax That Jewish Actors Staged Charlottesville,14796,390.0,46.0,213.0
p2rkLU_baKE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-16T19:02:38.000Z,Video: Trump Slices MSM To Pieces In Epic Press Conference,57056,2181.0,83.0,665.0
T8g0sqnc2WA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-15T22:49:20.000Z,How Many Times Must Trump Disavow Extremists Before The Left Is Satisfied?,11257,730.0,44.0,227.0
_hOEBRFPF7U,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-15T20:25:29.000Z,Trump VS The MSM,31576,1232.0,49.0,510.0
tlCwt6T4d_A,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-15T01:44:33.000Z,Infowars Extra: Left Wing Propaganda Pushes Obama Shadow Presidency,16948,731.0,47.0,252.0
jPsAPdk7zyQ,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-14T05:00:01.000Z,Witness To Race Riots In Charlottesville: “We Must Not Play Into Stereotypes Of The MSM”,54021,1852.0,93.0,531.0
YyDcPFxUep4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-11T23:57:22.000Z,Buzzfeed's Lab Caught Selling Re-labelled InfoWars Products At Double The Price,34330,1639.0,58.0,327.0
0A8N4hrlvT8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-10T21:54:24.000Z,Buzzfeed Gives Glowing Review Of Infowars Products,17332,608.0,53.0,252.0
oMHyvYuHcPs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-10T01:27:36.000Z,FAIL! Buzzfeed Attack On Infowars Blows Up In Their Face,84978,2733.0,106.0,981.0
J4Idr0dDNuc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-08T23:22:24.000Z,CNN Is Like A Psychopath Trying To Lure A Little Kid Into Their Car,10674,586.0,24.0,198.0
ozFHTnYM5-E,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-07T23:39:20.000Z,Buzzfeed Took Peter Thiel's Trump Comments Out Of Context,6153,239.0,16.0,78.0
witEyY3KIaI,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-04T18:51:06.000Z,MSM Caught Publishing More Fake Polls To Manipulate The Weak Minded,7377,411.0,26.0,163.0
qx77bLigMe8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-04T18:34:25.000Z,MSM Caught Pushing More Fake Polls Claiming Trump Has Lost His Base,7732,425.0,27.0,282.0
VgBRkupawd8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-04T01:00:00.000Z,CNN Embarrasses Itself Once Again,15331,567.0,13.0,131.0
Y0PpVk62cqc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-02T22:47:32.000Z,Roger Stone: Seth Rich Revelations By Pulitzer Prize Winner Ignored By MSM,10518,387.0,15.0,64.0
h-WKnBH4H6o,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-08-01T22:49:31.000Z,"MSM Pushing Race War, Weaponizing Minorities",6968,268.0,16.0,139.0
fKXMUe9BVpY,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-31T22:06:12.000Z,MSM Doesn't Realize They're Already Dead,7250,296.0,13.0,76.0
ApRPu3Vmr5Y,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-31T05:21:17.000Z,Voodoo More Accurate Than CNN Polls,9405,392.0,39.0,105.0
vojICQiZF3I,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-28T17:57:49.000Z,Huge DNC / Muslim Brotherhood Scandal Ignored By MSM,24103,1206.0,21.0,294.0
MJiU-7umo6A,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-24T23:12:38.000Z,No MSM: Scaramucci Isn’t Scary,15475,439.0,16.0,77.0
sUgfiH_PO2c,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-24T22:12:21.000Z,“Female Rambo” Was DoD Propaganda,8693,403.0,6.0,79.0
ciO7J0LgNqA,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-24T18:01:00.000Z,MSM Has Lost Control Of The Public,16971,981.0,15.0,150.0
jzGnhknK50c,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-22T22:50:45.000Z,NEW CNN HOAX: TRUMP TO PARDON HIMSELF,70529,2666.0,132.0,669.0
x6lhsJjyHe4,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-21T23:47:41.000Z,"The Mainstream Media Wants You To Feel Tired, Depressed, And Hopeless",9373,428.0,15.0,77.0
ROYakAoqRdc,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-20T17:52:28.000Z,Washington Post Says Trump Is Treasonous For Stopping ISIS Funding,37628,1423.0,37.0,326.0
S8g6qOEtRbU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-20T00:39:24.000Z,Official Infowars-CNN Meme War 20K Winner,118644,4355.0,88.0,498.0
gbHHoSG5P1s,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-19T23:39:36.000Z,Proof CNN Denies Reality,31638,866.0,38.0,171.0
17K0ItilxSg,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-19T18:03:46.000Z,What A Joke! MSM Says Trump Having Public G20 Dinner And Talking To Putin Is Sinister,18195,659.0,24.0,151.0
SV2S9MTEnDs,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-18T23:37:12.000Z,Washington Post Says “Criticism Of Islam” Worst Thing About Minneapolis Cop Shooting,8886,342.0,17.0,107.0
OsO75XmslW8,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-18T22:09:53.000Z,96% Of MSM Donations Went To Democrats,4567,253.0,6.0,37.0
zwZQi6wH4A0,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-18T01:23:16.000Z,Opioid Crisis Engineered By Big Pharma/MSM,15565,503.0,26.0,248.0
zfHadGnTcuE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-15T01:13:03.000Z,Watch LIVE: GOP Establishment Hates Trump More Than MSNBC,31662,951.0,49.0,95.0
F9dkCIODiso,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-15T03:09:11.000Z,Full Show - GOP Establishment Hates Trump More Than MSNBC - 07/14/17,27044,547.0,24.0,198.0
01gA4nRqDYY,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-14T23:07:51.000Z,"They Can Take Our Lives, But They'll Never Take Our MEMES! CNN Meme War Vol  V",67789,4056.0,60.0,649.0
Spg7cKzKstU,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-14T22:58:34.000Z,CNN’s Biggest Stories Are Ice Cream And Handshakes,9090,353.0,13.0,52.0
A7txqpSmevw,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-14T18:41:05.000Z,CNN And Clinton Adviser Push For WW3,12354,503.0,12.0,116.0
YUKB7r55_uE,The Alex Jones Channel,UCvsye7V9psc-APX6wV1twLg,2017-07-13T13:30:00.000Z,CNN Hires ISIS For Syrian Documentary,21521,939.0,41.0,154.0
